# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -12297 6 196 53 3804530 5 /openedx/staticfiles/studio/xblock/resources/rate/static/html/scale_item.html
DUPTYPE_FIRST_OCCURRENCE 4241 3 196 53 2629495 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/react-is/index.9dd5331c509e.js
DUPTYPE_WITHIN_SAME_TREE -4241 3 196 53 2629541 5 /openedx/staticfiles/studio-frontend/node_modules/react-is/index.9dd5331c509e.js
DUPTYPE_WITHIN_SAME_TREE -4241 3 196 53 2622935 5 /openedx/staticfiles/studio-frontend/node_modules/react-is/index.js
DUPTYPE_WITHIN_SAME_TREE -4241 3 196 53 2622326 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/react-is/index.js
DUPTYPE_FIRST_OCCURRENCE 3685 2 197 53 2629586 5 /openedx/staticfiles/templates/student_account/form_errors.1ce74d4b6cf0.underscore
DUPTYPE_WITHIN_SAME_TREE -3685 2 197 53 2621592 5 /openedx/staticfiles/templates/student_account/form_errors.underscore
DUPTYPE_FIRST_OCCURRENCE 14815 7 198 53 30808331 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/fasttree/treeOpen.30f3e285b038.gif
DUPTYPE_WITHIN_SAME_TREE -14815 8 198 53 3808131 5 /openedx/staticfiles/studio/vendor/jsme/jsme/gwt/chrome/images/fastree/treeOpen.30f3e285b038.gif
DUPTYPE_WITHIN_SAME_TREE -14815 7 198 53 3284211 5 /openedx/staticfiles/vendor/jsme/jsme/gwt/chrome/images/fastree/treeOpen.30f3e285b038.gif
DUPTYPE_WITHIN_SAME_TREE -14815 8 198 53 3154286 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/fasttree/treeOpen.gif
DUPTYPE_WITHIN_SAME_TREE -14815 8 198 53 3154550 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/fasttree/treeOpen.30f3e285b038.gif
DUPTYPE_WITHIN_SAME_TREE -14815 8 198 53 3803910 5 /openedx/staticfiles/studio/vendor/jsme/jsme/gwt/chrome/images/fastree/treeOpen.gif
DUPTYPE_WITHIN_SAME_TREE -14815 7 198 53 30805935 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/fasttree/treeOpen.gif
DUPTYPE_WITHIN_SAME_TREE -14815 7 198 53 3283608 5 /openedx/staticfiles/vendor/jsme/jsme/gwt/chrome/images/fastree/treeOpen.gif
DUPTYPE_FIRST_OCCURRENCE 14811 7 199 53 30808332 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/fasttree/treeClosed.88afe872b1d3.gif
DUPTYPE_WITHIN_SAME_TREE -14811 8 199 53 3803911 5 /openedx/staticfiles/studio/vendor/jsme/jsme/gwt/chrome/images/fastree/treeClosed.gif
DUPTYPE_WITHIN_SAME_TREE -14811 8 199 53 3154287 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/fasttree/treeClosed.gif
DUPTYPE_WITHIN_SAME_TREE -14811 8 199 53 3154551 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/fasttree/treeClosed.88afe872b1d3.gif
DUPTYPE_WITHIN_SAME_TREE -14811 7 199 53 3284212 5 /openedx/staticfiles/vendor/jsme/jsme/gwt/chrome/images/fastree/treeClosed.88afe872b1d3.gif
DUPTYPE_WITHIN_SAME_TREE -14811 7 199 53 3283609 5 /openedx/staticfiles/vendor/jsme/jsme/gwt/chrome/images/fastree/treeClosed.gif
DUPTYPE_WITHIN_SAME_TREE -14811 8 199 53 3808132 5 /openedx/staticfiles/studio/vendor/jsme/jsme/gwt/chrome/images/fastree/treeClosed.88afe872b1d3.gif
DUPTYPE_WITHIN_SAME_TREE -14811 7 199 53 30805936 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/fasttree/treeClosed.gif
DUPTYPE_FIRST_OCCURRENCE 4331 3 200 53 2497121 5 /openedx/staticfiles/images/sequence-nav/status/check.0c3c29d8c5a6.png
DUPTYPE_WITHIN_SAME_TREE -4331 3 200 53 2494295 5 /openedx/staticfiles/images/sequence-nav/status/check.png
DUPTYPE_WITHIN_SAME_TREE -4331 4 200 53 3809333 5 /openedx/staticfiles/studio/images/sequence-nav/status/check.0c3c29d8c5a6.png
DUPTYPE_WITHIN_SAME_TREE -4331 4 200 53 3802531 5 /openedx/staticfiles/studio/images/sequence-nav/status/check.png
DUPTYPE_FIRST_OCCURRENCE 3271 2 200 53 2497752 5 /openedx/staticfiles/teams/templates/teams.21815a417460.underscore
DUPTYPE_WITHIN_SAME_TREE -3271 2 200 53 2494744 5 /openedx/staticfiles/teams/templates/teams.underscore
DUPTYPE_FIRST_OCCURRENCE 7621 4 200 53 3675846 5 /openedx/staticfiles/js/bower/jquery/src/attributes.678b4710df14.js
DUPTYPE_WITHIN_SAME_TREE -7621 9 200 53 3804748 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/attributes.js
DUPTYPE_WITHIN_SAME_TREE -7621 5 200 53 3809213 5 /openedx/staticfiles/studio/js/bower/jquery/src/attributes.678b4710df14.js
DUPTYPE_WITHIN_SAME_TREE -7621 9 200 53 3807983 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/jquery/src/attributes.678b4710df14.js
DUPTYPE_WITHIN_SAME_TREE -7621 8 200 53 3801350 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/attributes.js
DUPTYPE_WITHIN_SAME_TREE -7621 4 200 53 3675185 5 /openedx/staticfiles/js/bower/jquery/src/attributes.js
DUPTYPE_WITHIN_SAME_TREE -7621 5 200 53 3804137 5 /openedx/staticfiles/studio/js/bower/jquery/src/attributes.js
DUPTYPE_WITHIN_SAME_TREE -7621 8 200 53 3807288 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/jquery/src/attributes.678b4710df14.js
DUPTYPE_FIRST_OCCURRENCE 3691 2 200 53 2629578 5 /openedx/staticfiles/templates/student_account/form_success.93f03007ca75.underscore
DUPTYPE_WITHIN_SAME_TREE -3691 2 200 53 2621584 5 /openedx/staticfiles/templates/student_account/form_success.underscore
DUPTYPE_FIRST_OCCURRENCE 12329 5 200 53 3807524 5 /openedx/staticfiles/xblock/resources/xmodule.split_test_module/public/js/split_test_student.bd125dcc27a5.js
DUPTYPE_WITHIN_SAME_TREE -12329 5 200 53 3801472 5 /openedx/staticfiles/xblock/resources/xmodule.split_test_module/public/js/split_test_student.js
DUPTYPE_WITHIN_SAME_TREE -12329 6 200 53 3809034 5 /openedx/staticfiles/studio/xblock/resources/xmodule.split_test_module/public/js/split_test_student.bd125dcc27a5.js
DUPTYPE_WITHIN_SAME_TREE -12329 6 200 53 3805125 5 /openedx/staticfiles/studio/xblock/resources/xmodule.split_test_module/public/js/split_test_student.js
DUPTYPE_FIRST_OCCURRENCE 3385 2 200 53 2497983 5 /openedx/staticfiles/templates/courseware/proctored-exam-controls.570b535b17f4.underscore
DUPTYPE_WITHIN_SAME_TREE -3385 2 200 53 2495737 5 /openedx/staticfiles/templates/courseware/proctored-exam-controls.underscore
DUPTYPE_FIRST_OCCURRENCE 14357 6 201 53 3284232 5 /openedx/staticfiles/vendor/jsme/jsme/gwt/chrome/images/vborder_ie6.1b65354a2877.png
DUPTYPE_WITHIN_SAME_TREE -14357 7 201 53 3808289 5 /openedx/staticfiles/studio/vendor/jsme/jsme/gwt/chrome/images/vborder_ie6.1b65354a2877.png
DUPTYPE_WITHIN_SAME_TREE -14357 6 201 53 3283594 5 /openedx/staticfiles/vendor/jsme/jsme/gwt/chrome/images/vborder_ie6.png
DUPTYPE_WITHIN_SAME_TREE -14357 7 201 53 3803896 5 /openedx/staticfiles/studio/vendor/jsme/jsme/gwt/chrome/images/vborder_ie6.png
DUPTYPE_FIRST_OCCURRENCE 9675 5 202 53 2628818 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_resize.af032cea5fd5.scss
DUPTYPE_WITHIN_SAME_TREE -9675 5 202 53 2621911 5 /openedx/staticfiles/edx-bootstrap/node_modules/bootstrap/scss/mixins/_resize.scss
DUPTYPE_FIRST_OCCURRENCE 9861 5 202 53 2628758 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/rnothtmlwhite.9e3e63909ac6.js
DUPTYPE_WITHIN_SAME_TREE -9861 5 202 53 2621798 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/var/rnothtmlwhite.js
DUPTYPE_FIRST_OCCURRENCE 675 1 202 53 3284408 5 /openedx/staticfiles/flags/ly.095fb94a74f0.gif
DUPTYPE_WITHIN_SAME_TREE -675 1 202 53 3284084 5 /openedx/staticfiles/flags/ly.gif
DUPTYPE_FIRST_OCCURRENCE 943 1 203 53 2498183 5 /openedx/staticfiles/images/correct-icon.297b1d332d09.png
DUPTYPE_WITHIN_SAME_TREE -943 2 203 53 3810196 5 /openedx/staticfiles/studio/images/correct-icon.297b1d332d09.png
DUPTYPE_WITHIN_SAME_TREE -943 1 203 53 2492319 5 /openedx/staticfiles/images/correct-icon.png
DUPTYPE_WITHIN_SAME_TREE -943 2 203 53 3802449 5 /openedx/staticfiles/studio/images/correct-icon.png
DUPTYPE_FIRST_OCCURRENCE 939 1 203 53 2498384 5 /openedx/staticfiles/images/close-calc-icon.19edca08c69e.png
DUPTYPE_WITHIN_SAME_TREE -939 1 203 53 2495571 5 /openedx/staticfiles/images/close-calc-icon.png
DUPTYPE_FIRST_OCCURRENCE 3275 2 204 53 2497748 5 /openedx/staticfiles/teams/templates/topics.e06a1e835bf1.underscore
DUPTYPE_WITHIN_SAME_TREE -3275 2 204 53 2494740 5 /openedx/staticfiles/teams/templates/topics.underscore
DUPTYPE_FIRST_OCCURRENCE 3451 2 204 53 2498174 5 /openedx/staticfiles/templates/discovery/filter_bar.36b8bdb4aa25.underscore
DUPTYPE_WITHIN_SAME_TREE -3451 2 204 53 2495996 5 /openedx/staticfiles/templates/discovery/filter_bar.underscore
DUPTYPE_FIRST_OCCURRENCE 12165 5 206 53 3807514 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/templates/html/drag_and_drop.3679858faecc.html
DUPTYPE_WITHIN_SAME_TREE -12165 6 206 53 3809020 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/templates/html/drag_and_drop.3679858faecc.html
DUPTYPE_WITHIN_SAME_TREE -12165 6 206 53 3805095 5 /openedx/staticfiles/studio/xblock/resources/drag_and_drop_v2/templates/html/drag_and_drop.html
DUPTYPE_WITHIN_SAME_TREE -12165 5 206 53 3801205 5 /openedx/staticfiles/xblock/resources/drag_and_drop_v2/templates/html/drag_and_drop.html
DUPTYPE_FIRST_OCCURRENCE 1317 1 206 53 2498398 5 /openedx/staticfiles/templates/index_promo_video.c0d4a608b4ba.html
DUPTYPE_WITHIN_SAME_TREE -1317 1 206 53 2495665 5 /openedx/staticfiles/templates/index_promo_video.html
DUPTYPE_FIRST_OCCURRENCE 961 1 208 53 2498196 5 /openedx/staticfiles/images/hd.42e55668384b.png
DUPTYPE_WITHIN_SAME_TREE -961 1 208 53 2492332 5 /openedx/staticfiles/images/hd.png
DUPTYPE_WITHIN_SAME_TREE -961 2 208 53 3802462 5 /openedx/staticfiles/studio/images/hd.png
DUPTYPE_WITHIN_SAME_TREE -961 2 208 53 3810209 5 /openedx/staticfiles/studio/images/hd.42e55668384b.png
DUPTYPE_FIRST_OCCURRENCE 1925 2 208 53 2497581 5 /openedx/staticfiles/images/sequence-nav/view.102b8ad4ec62.png
DUPTYPE_WITHIN_SAME_TREE -1925 3 208 53 3802521 5 /openedx/staticfiles/studio/images/sequence-nav/view.png
DUPTYPE_WITHIN_SAME_TREE -1925 3 208 53 3809865 5 /openedx/staticfiles/studio/images/sequence-nav/view.102b8ad4ec62.png
DUPTYPE_WITHIN_SAME_TREE -1925 2 208 53 2494285 5 /openedx/staticfiles/images/sequence-nav/view.png
DUPTYPE_FIRST_OCCURRENCE 4065 3 208 53 2497186 5 /openedx/staticfiles/common/templates/components/paginated-view.b93a89b9a494.underscore
DUPTYPE_WITHIN_SAME_TREE -4065 3 208 53 2494449 5 /openedx/staticfiles/common/templates/components/paginated-view.underscore
DUPTYPE_WITHIN_SAME_TREE -4065 4 208 53 3809558 5 /openedx/staticfiles/studio/common/templates/components/paginated-view.b93a89b9a494.underscore
DUPTYPE_WITHIN_SAME_TREE -4065 4 208 53 3802685 5 /openedx/staticfiles/studio/common/templates/components/paginated-view.underscore
DUPTYPE_FIRST_OCCURRENCE 12317 5 208 53 3807532 5 /openedx/staticfiles/xblock/resources/staff_graded/static/css/staff_graded.16a771493b53.css
DUPTYPE_WITHIN_SAME_TREE -12317 6 208 53 3809007 5 /openedx/staticfiles/studio/xblock/resources/staff_graded/static/css/staff_graded.16a771493b53.css
DUPTYPE_WITHIN_SAME_TREE -12317 5 208 53 3801504 5 /openedx/staticfiles/xblock/resources/staff_graded/static/css/staff_graded.css
DUPTYPE_WITHIN_SAME_TREE -12317 6 208 53 3804624 5 /openedx/staticfiles/studio/xblock/resources/staff_graded/static/css/staff_graded.css
DUPTYPE_FIRST_OCCURRENCE 12193 5 209 53 3807597 5 /openedx/staticfiles/xblock/resources/google_drive/templates/html/google_docs.2e49cdc5f5ba.html
DUPTYPE_WITHIN_SAME_TREE -12193 6 209 53 3804435 5 /openedx/staticfiles/studio/xblock/resources/google_drive/templates/html/google_docs.html
DUPTYPE_WITHIN_SAME_TREE -12193 5 209 53 3801840 5 /openedx/staticfiles/xblock/resources/google_drive/templates/html/google_docs.html
DUPTYPE_WITHIN_SAME_TREE -12193 6 209 53 3808965 5 /openedx/staticfiles/studio/xblock/resources/google_drive/templates/html/google_docs.2e49cdc5f5ba.html
DUPTYPE_FIRST_OCCURRENCE 5167 3 209 53 2629410 5 /openedx/staticfiles/paragon/coverage/lcov-report/sort-arrow-sprite.70204d3a4999.png
DUPTYPE_WITHIN_SAME_TREE -5167 6 209 53 2628554 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/sort-arrow-sprite.70204d3a4999.png
DUPTYPE_WITHIN_SAME_TREE -5167 3 209 53 2622116 5 /openedx/staticfiles/paragon/coverage/lcov-report/sort-arrow-sprite.png
DUPTYPE_WITHIN_SAME_TREE -5167 6 209 53 2622361 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/sort-arrow-sprite.png
DUPTYPE_WITHIN_SAME_TREE -5167 6 209 53 2628422 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/sort-arrow-sprite.70204d3a4999.png
DUPTYPE_WITHIN_SAME_TREE -5167 6 209 53 2623000 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/sort-arrow-sprite.png
DUPTYPE_FIRST_OCCURRENCE 6211 3 209 53 3810060 5 /openedx/staticfiles/studio/templates/mock/mock-collapsible-view.505bd28e8309.underscore
DUPTYPE_WITHIN_SAME_TREE -6211 3 209 53 3803454 5 /openedx/staticfiles/studio/templates/mock/mock-collapsible-view.underscore
DUPTYPE_FIRST_OCCURRENCE 2303 2 210 53 2497899 5 /openedx/staticfiles/learner_profile/templates/badge_list.346f651daaa3.underscore
DUPTYPE_WITHIN_SAME_TREE -2303 2 210 53 2495508 5 /openedx/staticfiles/learner_profile/templates/badge_list.underscore
DUPTYPE_FIRST_OCCURRENCE 7549 4 210 53 2629163 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/openedx.6e119cffbdae.yaml
DUPTYPE_WITHIN_SAME_TREE -7549 4 210 53 2622354 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/openedx.yaml
DUPTYPE_FIRST_OCCURRENCE 12823 6 211 53 30808422 5 /openedx/staticfiles/js/vendor/markitup/sets/wiki/images/stroke.1e7f8f27087f.png
DUPTYPE_WITHIN_SAME_TREE -12823 6 211 53 30806244 5 /openedx/staticfiles/js/vendor/markitup/sets/wiki/images/stroke.png
DUPTYPE_WITHIN_SAME_TREE -12823 7 211 53 3808253 5 /openedx/staticfiles/studio/js/vendor/markitup/sets/wiki/images/stroke.1e7f8f27087f.png
DUPTYPE_WITHIN_SAME_TREE -12823 7 211 53 3801861 5 /openedx/staticfiles/studio/js/vendor/markitup/sets/wiki/images/stroke.png
DUPTYPE_FIRST_OCCURRENCE 3257 2 211 53 2497750 5 /openedx/staticfiles/teams/templates/team-actions.fc3f50dcdf10.underscore
DUPTYPE_WITHIN_SAME_TREE -3257 2 211 53 2494742 5 /openedx/staticfiles/teams/templates/team-actions.underscore
DUPTYPE_FIRST_OCCURRENCE 12797 6 211 53 30808426 5 /openedx/staticfiles/js/vendor/markitup/sets/wiki/images/h1.6ba8cf63911a.png
DUPTYPE_WITHIN_SAME_TREE -12797 7 211 53 3808257 5 /openedx/staticfiles/studio/js/vendor/markitup/sets/wiki/images/h1.6ba8cf63911a.png
DUPTYPE_WITHIN_SAME_TREE -12797 7 211 53 3801865 5 /openedx/staticfiles/studio/js/vendor/markitup/sets/wiki/images/h1.png
DUPTYPE_WITHIN_SAME_TREE -12797 6 211 53 30806249 5 /openedx/staticfiles/js/vendor/markitup/sets/wiki/images/h1.png
DUPTYPE_FIRST_OCCURRENCE 7271 4 212 53 2496725 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-sidebarToggle.e7924c999404.png
DUPTYPE_WITHIN_SAME_TREE -7271 5 212 53 3029590 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-sidebarToggle.e7924c999404.png
DUPTYPE_WITHIN_SAME_TREE -7271 5 212 53 3029384 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-sidebarToggle.png
DUPTYPE_WITHIN_SAME_TREE -7271 4 212 53 2492115 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-sidebarToggle.png
DUPTYPE_FIRST_OCCURRENCE 7887 4 213 53 2629238 5 /openedx/staticfiles/studio-frontend/src/components/AccessibilityPolicyForm/AccessibilityPolicyForm.4db218a47681.scss
DUPTYPE_WITHIN_SAME_TREE -7887 4 213 53 2622846 5 /openedx/staticfiles/studio-frontend/src/components/AccessibilityPolicyForm/AccessibilityPolicyForm.scss
DUPTYPE_FIRST_OCCURRENCE 15773 7 213 53 3284226 5 /openedx/staticfiles/vendor/jsme/jsme/gwt/chrome/images/ie6/corner_dialog_topleft.1ef9091240f6.png
DUPTYPE_WITHIN_SAME_TREE -15773 8 213 53 3803928 5 /openedx/staticfiles/studio/vendor/jsme/jsme/gwt/chrome/images/ie6/corner_dialog_topleft.png
DUPTYPE_WITHIN_SAME_TREE -15773 7 213 53 3283908 5 /openedx/staticfiles/vendor/jsme/jsme/gwt/chrome/images/ie6/corner_dialog_topleft.png
DUPTYPE_WITHIN_SAME_TREE -15773 8 213 53 3808146 5 /openedx/staticfiles/studio/vendor/jsme/jsme/gwt/chrome/images/ie6/corner_dialog_topleft.1ef9091240f6.png
DUPTYPE_FIRST_OCCURRENCE 1429 2 214 53 2897134 5 /openedx/staticfiles/admin/fonts/README.ab99e6b541ea.txt
DUPTYPE_WITHIN_SAME_TREE -1429 3 214 53 3803639 5 /openedx/staticfiles/studio/admin/fonts/README.txt
DUPTYPE_WITHIN_SAME_TREE -1429 3 214 53 3810141 5 /openedx/staticfiles/studio/admin/fonts/README.ab99e6b541ea.txt
DUPTYPE_WITHIN_SAME_TREE -1429 2 214 53 2896801 5 /openedx/staticfiles/admin/fonts/README.txt
DUPTYPE_FIRST_OCCURRENCE 5409 3 214 53 2629551 5 /openedx/staticfiles/studio-frontend/node_modules/react/jsx-runtime.87d82b5228e2.js
DUPTYPE_WITHIN_SAME_TREE -5409 3 214 53 2622952 5 /openedx/staticfiles/studio-frontend/node_modules/react/jsx-runtime.js
DUPTYPE_FIRST_OCCURRENCE 2093 2 214 53 2497826 5 /openedx/staticfiles/js/learner_dashboard/unenrollment_factory.7d49e7e79066.js
DUPTYPE_WITHIN_SAME_TREE -2093 2 214 53 2495169 5 /openedx/staticfiles/js/learner_dashboard/unenrollment_factory.js
DUPTYPE_FIRST_OCCURRENCE 4347 3 214 53 3675861 5 /openedx/staticfiles/js/bower/URIjs/bower.4e641a458c23.json
DUPTYPE_WITHIN_SAME_TREE -4347 7 214 53 3801239 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/URIjs/bower.json
DUPTYPE_WITHIN_SAME_TREE -4347 7 214 53 3807298 5 /openedx/staticfiles/xblock/resources/edx_sga/static/js/bower/URIjs/bower.4e641a458c23.json
DUPTYPE_WITHIN_SAME_TREE -4347 8 214 53 3808190 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/URIjs/bower.4e641a458c23.json
DUPTYPE_WITHIN_SAME_TREE -4347 4 214 53 3809806 5 /openedx/staticfiles/studio/js/bower/URIjs/bower.4e641a458c23.json
DUPTYPE_WITHIN_SAME_TREE -4347 3 214 53 3675074 5 /openedx/staticfiles/js/bower/URIjs/bower.json
DUPTYPE_WITHIN_SAME_TREE -4347 8 214 53 3804637 5 /openedx/staticfiles/studio/xblock/resources/edx_sga/static/js/bower/URIjs/bower.json
DUPTYPE_WITHIN_SAME_TREE -4347 4 214 53 3804026 5 /openedx/staticfiles/studio/js/bower/URIjs/bower.json
DUPTYPE_FIRST_OCCURRENCE 7267 4 215 53 2496728 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-sidebarToggle-rtl.7235d9665cc2.png
DUPTYPE_WITHIN_SAME_TREE -7267 5 215 53 3029593 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-sidebarToggle-rtl.7235d9665cc2.png
DUPTYPE_WITHIN_SAME_TREE -7267 5 215 53 3029387 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-sidebarToggle-rtl.png
DUPTYPE_WITHIN_SAME_TREE -7267 4 215 53 2492118 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-sidebarToggle-rtl.png
DUPTYPE_FIRST_OCCURRENCE 6939 4 215 53 2492287 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Ext-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -6939 5 215 53 3154732 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Ext-V.c6bf9c0e52ed.bcmap
DUPTYPE_WITHIN_SAME_TREE -6939 4 215 53 2496961 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Ext-V.c6bf9c0e52ed.bcmap
DUPTYPE_WITHIN_SAME_TREE -6939 5 215 53 3154505 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Ext-V.bcmap
DUPTYPE_FIRST_OCCURRENCE 7289 4 215 53 2496727 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-viewThumbnail@2x.59de5f119ea1.png
DUPTYPE_WITHIN_SAME_TREE -7289 5 215 53 3029592 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-viewThumbnail@2x.59de5f119ea1.png
DUPTYPE_WITHIN_SAME_TREE -7289 5 215 53 3029386 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/toolbarButton-viewThumbnail@2x.png
DUPTYPE_WITHIN_SAME_TREE -7289 4 215 53 2492117 5 /openedx/staticfiles/css/vendor/pdfjs/images/toolbarButton-viewThumbnail@2x.png
DUPTYPE_FIRST_OCCURRENCE 16125 8 216 53 30808304 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/codemirror/langs/nl.574e489e8879.js
DUPTYPE_WITHIN_SAME_TREE -16125 8 216 53 30807706 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/codemirror/langs/nl.js
DUPTYPE_WITHIN_SAME_TREE -16125 9 216 53 3801934 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/codemirror/langs/nl.js
DUPTYPE_WITHIN_SAME_TREE -16125 9 216 53 3807900 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/codemirror/langs/nl.574e489e8879.js
DUPTYPE_FIRST_OCCURRENCE 16123 8 216 53 30808305 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/codemirror/langs/en.8662fee1d841.js
DUPTYPE_WITHIN_SAME_TREE -16123 8 216 53 30807707 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/codemirror/langs/en.js
DUPTYPE_WITHIN_SAME_TREE -16123 9 216 53 3807901 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/codemirror/langs/en.8662fee1d841.js
DUPTYPE_WITHIN_SAME_TREE -16123 9 216 53 3801935 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/codemirror/langs/en.js
DUPTYPE_FIRST_OCCURRENCE 5139 3 217 53 2497555 5 /openedx/staticfiles/learner_profile/js/models/badges_model.93712588fbab.js
DUPTYPE_WITHIN_SAME_TREE -5139 3 217 53 2495506 5 /openedx/staticfiles/learner_profile/js/models/badges_model.js
DUPTYPE_FIRST_OCCURRENCE 1069 1 217 53 30808643 5 /openedx/staticfiles/js/RequireJS-namespace.6b6fdbbddcf9.js
DUPTYPE_WITHIN_SAME_TREE -1069 1 217 53 30805783 5 /openedx/staticfiles/js/RequireJS-namespace.js
DUPTYPE_WITHIN_SAME_TREE -1069 2 217 53 1314800 5 /openedx/staticfiles/studio/js/RequireJS-namespace.6b6fdbbddcf9.js
DUPTYPE_WITHIN_SAME_TREE -1069 2 217 53 1314672 5 /openedx/staticfiles/studio/js/RequireJS-namespace.js
DUPTYPE_FIRST_OCCURRENCE 7493 4 217 53 2629098 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/attributes.e3b938fc47b1.js
DUPTYPE_WITHIN_SAME_TREE -7493 4 217 53 2621704 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/attributes.js
DUPTYPE_FIRST_OCCURRENCE 6859 4 217 53 2492171 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-GB1-0.bcmap
DUPTYPE_WITHIN_SAME_TREE -6859 5 217 53 3154343 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-GB1-0.bcmap
DUPTYPE_WITHIN_SAME_TREE -6859 5 217 53 3154611 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Adobe-GB1-0.f2997b05ae8a.bcmap
DUPTYPE_WITHIN_SAME_TREE -6859 4 217 53 2496780 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Adobe-GB1-0.f2997b05ae8a.bcmap
DUPTYPE_FIRST_OCCURRENCE 969 1 217 53 2498184 5 /openedx/staticfiles/images/ico-tinymce-code.730f0f803f20.png
DUPTYPE_WITHIN_SAME_TREE -969 2 217 53 3810197 5 /openedx/staticfiles/studio/images/ico-tinymce-code.730f0f803f20.png
DUPTYPE_WITHIN_SAME_TREE -969 1 217 53 2492320 5 /openedx/staticfiles/images/ico-tinymce-code.png
DUPTYPE_WITHIN_SAME_TREE -969 2 217 53 3802450 5 /openedx/staticfiles/studio/images/ico-tinymce-code.png
DUPTYPE_FIRST_OCCURRENCE 6937 4 218 53 2496793 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/Ext-RKSJ-V.4b3106c186de.bcmap
DUPTYPE_WITHIN_SAME_TREE -6937 5 218 53 3154624 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/Ext-RKSJ-V.4b3106c186de.bcmap
